tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,plot
tt0000230,movie,Cinderella,Cendrillon,1899,6,"Drama,Family,Fantasy",6.5,1799.0,nm0617588,
tt0000244,movie,Erreur judiciaire,Erreur judiciaire,1899,\N,Short,,,nm0349785,"After a banker is driven to suicide by his wifes reckless spending, an innocent cashier is wrongly implicated in the crime."
tt0000253,movie,The Miser's Doom,The Miser's Doom,1899,\N,"Horror,Short",4.2,28.0,nm0095816,"A miser is haunted by the ghost of one of his deceased victims, causing him to die of shock."
tt0000264,movie,Summoning the Spirits,Évocation spirite,1899,1,"Fantasy,Horror,Short",5.7,480.0,nm0617588,"A magician hangs a wreath in the air and makes a grotesque face appear inside it. He then replaces it with a womans face, and finally with a copy of his own face."
tt0000265,movie,Above the Limit,Above the Limit,1900,\N,"Comedy,Short",4.4,154.0,\N,"The film is a silent character sketch that shows Chimmie Hicks (Charles E. Grapewin) imitating a man at the races winning and losing. Filmed on a bare stage with a dark backdrop, the sketch captures Chimmie in a three-piece suit and overcoat holding a racing program while watching a race taking place offstage.  It shows him excitedly jumping and pantomiming that his horse has won the race.  A second man enters the frame and gives Chimmie his winnings.  Chimmie returns a sum of money to the booker to place another bet.  The next race begins and Chimmie again shows great excitement, which quickly turns to despair and anger as the horse loses.  The bookie returns, collects all of Chimmies money and his watch. The gambler falls to his knees, shakes his arms toward the sky, and tears up his racing form, scattering the pieces on the ground.  He rises and sadly begins to leave the stage."
tt0000277,movie,Bataille de boules de neige,Bataille de boules de neige,1900,\N,Short,6.2,72.0,nm0349785,"The camera is centered on a pathway made through a snow-covered city street. On both side of the pathway, several men and women are engaged in a snowball fight. A cyclist rides into the path of the fight, and is hit by snowballs, causing him to lose control of his bicycle and fall to the ground. His cap is flung onto the pathway. One male participant in the engagement grabs hold of the cyclists bicycle and lifts it off the ground, and the fallen cyclist scrambles to his feet and yanks his bicycle away from the participant. After retrieving possession of his bicycle, the cyclist climbs back atop it and rides away."
tt0000309,movie,How It Feels to Be Run Over,How It Feels to Be Run Over,1900,1,"Comedy,Short",6.1,967.0,nm0378408,"A coach is coming, and moves out of the frame at one side of the field of view. Soon after, an approaching car veers off course and moves straight to the viewer (the camera). As it approaches, the occupants wave frantically, hoping to stave off the impending collision. At the moment the car fills the entire frame the film cuts to title cards that bear the text ""Oh, mother will be pleased""."
tt0000346,movie,Another Job for the Undertaker,Another Job for the Undertaker,1901,2,"Comedy,Short",4.7,240.0,nm0692105,"An Edison catalog describes the film:Shows a bedroom in a hotel. On the wall of the room is a conspicuous sign ""Dont blow out the gas."" A hayseed enters the room, accompanied by a bellboy. The boy deposits the Rubes bag and umbrella, turns a somersault, and vanishes through the door. The Rube then removes his hat and coat and places them upon the table. They immediately vanish. He then blows out the gas. The scene then instantly changes to a funeral procession, headed by Reubens hearse, and followed by the carriages of his country friends. Strictly up-to-date picture."
tt0000368,movie,Little Red Riding Hood,Le petit chaperon rouge,1901,\N,"Fantasy,Short",6.6,22.0,nm0617588,
tt0000368,movie,Little Red Riding Hood,Le petit chaperon rouge,1901,\N,"Fantasy,Short",6.6,22.0,nm0617588,
tt0000370,movie,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,1901,6,"Drama,Fantasy,Horror",5.6,589.0,nm0095816,"The only known surviving footage, about 3 minutes and 26 seconds in length, is preserved by the British Film Institute. This footage starts with Bob Cratchit showing someone out of Scrooges office on Christmas Eve, just before he and Scrooge leave for the night, and ends at a scene where Scrooge is shown his own grave. The film does not show the Ghosts of Christmas Past, Christmas Present, or Christmas Yet to Come, instead relying on the ghost of Marley to present the visions to Scrooge."
tt0000380,movie,Sleeping Beauty,La belle au bois dormant,1903,\N,"Drama,Fantasy,Short",6.8,29.0,"nm0634629,nm0954087","The folktale begins with a princess whose parents are told by a wicked fairy that their daughter will die when she pricks her finger on a particular item. In Basiles version, the princess pricks her finger on a piece of flax. In Perraults and the Grimm Brothers versions, the item is a spindle. The parents rid the kingdom of these items in the hopes of protecting their daughter, but the prophecy is fulfilled regardless. Instead of dying, as was foretold, the princess falls into a deep sleep. After some time, she is found by a prince and is awakened. In Giambattista Basiles version of Sleeping Beauty, Sun, Moon, and Talia, the sleeping beauty, Talia, falls into a deep sleep after getting a splinter of flax in her finger. She is discovered in her castle by a wandering king, who ""carrie[s] her to a bed, where he gather[s] the first fruits of love."" He abandons her there after the assault and she later gives birth to twins while still unconscious.According to Maria Tatar, there are versions of the story that include a second part to the narrative that details the couples troubles after their union; some folklorists believe the two parts were originally separate tales.The second part begins after the prince and princess have had children. Through the course of the tale, the princess and her children are introduced in some way to another woman from the princes life. This other woman is not fond of the princes new family, and calls a cook to kill the children and serve them for dinner. Instead of obeying, the cook hides the children and serves livestock. Next, the other woman orders the cook to kill the princess. Before this can happen, the other womans true nature is revealed to the prince and then she is subjected to the very death that she had planned for the princess. The princess, prince, and their children live happily ever after."
tt0000399,movie,Jack and the Beanstalk,Jack and the Beanstalk,1902,10,"Fantasy,Short",6.1,795.0,"nm2092030,nm0692105","Jack, a poor country boy, trades the family cow for a handful of magic beans, which grow into a massive, towering beanstalk reaching up into the clouds. Jack climbs the beanstalk and finds himself in the castle of an unfriendly giant. Jack went inside the house and found the giant’s wife in the kitchen. Jack said, “Could you please give me something to eat? I am so hungry!”. The kind wife gave him bread and some milk. While he was eating, the giant came home. The giant senses Jacks presence and cries,Outwitting the giant, Jack is able to retrieve many goods from the giant, including a bag of gold, an enchanted goose that lays golden eggs and a magic golden harp that plays and sings by itself. Jack then escapes by chopping down the beanstalk. The giant, who is pursuing him, falls to his death, and Jack and his family prosper."
tt0000399,movie,Jack and the Beanstalk,Jack and the Beanstalk,1902,10,"Fantasy,Short",6.1,795.0,"nm2092030,nm0692105","Jack, a poor country boy, trades the family cow for a handful of magic beans, which grow into a massive, towering beanstalk reaching up into the clouds. Jack climbs the beanstalk and finds himself in the castle of an unfriendly giant. Jack went inside the house and found the giant’s wife in the kitchen. Jack said, “Could you please give me something to eat? I am so hungry!”. The kind wife gave him bread and some milk. While he was eating, the giant came home. The giant senses Jacks presence and cries,Outwitting the giant, Jack is able to retrieve many goods from the giant, including a bag of gold, an enchanted goose that lays golden eggs and a magic golden harp that plays and sings by itself. Jack then escapes by chopping down the beanstalk. The giant, who is pursuing him, falls to his death, and Jack and his family prosper."
tt0000413,movie,The Devil's Money Bags,Les trésors de satan,1902,3,"Comedy,Fantasy,Horror",5.5,494.0,nm0617588,"In a room in a medieval castle, Satan examines six money bags, and then locks them in a large chest. A blond man, creeping into the room on his hands and knees, jumps towards the table where he expects to find the money bags. Realizing the money is in the chest, he forces it open, but the lid slams down on his fingers. When he opens it again, the money bags are jumping and frolicking of their own accord. The man slams the lid down and sits on it, but he falls off when six young women in devilish outfits emerge one by one from the chest. They transform the money bags into spears and chase the man around the room; when the man tries to take refuge in the chest, it magically changes position. The women disappear, but the chest itself comes to life before transforming into a demon and tormenting the man. Satan and the demon throw the man in the safe, and they and the women dance around it as fire and smoke issue from it. Finally, the safe explodes to reveal the original money bags, safe and sound."
